Address,Price,Beds,Baths,Area,Latitude,Longitude,geometry
"5 Victoria Villas, Western Road, Cork City, Co. Cork",295000,2,1,109,51.894369983065104,-8.504149964314024,POINT (-8.504149964314024 51.894369983065104)
"41 The Fastnet, Lancaster Gate, Western Road, Co. Cork",480000,2,2,66,51.89588999929646,-8.483450016231956,POINT (-8.483450016231956 51.89588999929646)
"153 Blarney Street, Cork City, Co. Cork",220000,4,1,93,51.90102999187121,-8.494139960265784,POINT (-8.494139960265784 51.90102999187121)
"12 Briarscourt, Shanakiel, Cork City, Co. Cork",195000,3,1,80,51.90053998581158,-8.504829988118644,POINT (-8.504829988118644 51.90053998581158)
"68 Longshore Drive, Jacob's Island, Cork City, Co. Cork",425000,4,3,141,51.88259001443282,-8.393480008651267,POINT (-8.393480008651267 51.88259001443282)
"1 Farranlea Park, Model Farm Road, Model Farm Road, Co. Cork",695000,4,2,148,51.89093998255717,-8.515169987694918,POINT (-8.515169987694918 51.89093998255717)
"HUMPHREY HOGAN & ASSOCIATES, Tower Cross, Blarney, Co. Cork",380000,3,1,98,51.925336094772064,-8.60736729380626,POINT (-8.60736729380626 51.925336094772064)
"Tower Village, Blarney, Co. Cork",380000,3,1,98,51.92813119259731,-8.6146054889772,POINT (-8.6146054889772 51.92813119259731)
"The Lodge, 1 Riverview Terrace, Grattan Hill, Cork, St. Lukes, Co. Cork",220000,2,1,70,51.864390010882346,-8.332980018264152,POINT (-8.332980018264152 51.864390010882346)
"24 Bellevue Court, Old Youghal Road, Dillons Cross, Co. Cork",240000,3,1,95,51.906780019359104,-8.461839961103095,POINT (-8.461839961103095 51.906780019359104)
"Apartment 3 Abbey House13 North Mall, Cork City, Co. Cork",525000,2,2,120,51.89416001639057,-8.474650023726127,POINT (-8.474650023726127 51.89416001639057)
"4 Cúil Chluthair, Sarsfield Court, Glanmire, Co. Cork",845000,5,4,300,51.94750001744717,-8.395420000141229,POINT (-8.395420000141229 51.94750001744717)
"228 Cathedral Road, Gurranabraher, Co. Cork",170000,3,1,72,51.90361999995244,-8.491929987674553,POINT (-8.491929987674553 51.90361999995244)
"12 Manor Drive, Thornbury Heights, Rochestown, Co. Cork",425000,4,1,119,51.87588998203907,-8.392499996531996,POINT (-8.392499996531996 51.87588998203907)
"5 Keysers Court, French's Quay, Cork City, Cork City Centre",250000,2,1,54,51.89513998660033,-8.47676997467724,POINT (-8.47676997467724 51.89513998660033)
"6 Old Friary Place, Shandon Street, Cork City, Co. Cork",240000,3,1,74,51.90242000478432,-8.477770019545119,POINT (-8.477770019545119 51.90242000478432)
"Apartment 1, Parnell House, Cork City, Co. Cork",285000,2,1,87,51.88853999222096,-8.481770031378488,POINT (-8.481770031378488 51.888539992220956)
"3 The Cottages, Glanmire Village, Glanmire, Co. Cork",120000,2,1,64,51.91824000883764,-8.394939968546367,POINT (-8.394939968546367 51.91824000883764)
"2 The Cottages, Glanmire Village, Glanmire, Co. Cork",120000,2,1,56,51.91824000883764,-8.394939968546367,POINT (-8.394939968546367 51.91824000883764)
"1 The Cottages, Glanmire Village, Glanmire, Co. Cork",120000,2,1,54,51.91824000883764,-8.394939968546367,POINT (-8.394939968546367 51.91824000883764)
"Carlisle, 41 Barnavara Crescent, Mayfield, Co. Cork",210000,3,1,90,51.91730002030605,-8.428310001468418,POINT (-8.428310001468418 51.917300020306044)
"149 Elm Park, Wilton, Wilton, Co. Cork",185000,2,1,55,51.871419996894616,-8.503840001534599,POINT (-8.503840001534599 51.871419996894616)
"1 Golden Villas Terrace, Commons Road, Blackpool, Co. Cork",245000,3,1,91,51.91446999642741,-8.474729987082412,POINT (-8.474729987082412 51.914469996427414)
"Olympic Torch, 21 Hillview Drive, Blackpool, Co. Cork",275000,4,2,101,51.91939000595332,-8.48602996602935,POINT (-8.48602996602935 51.91939000595332)
"20 Mary Street and Adjoining Development Site, Cork City, Co. Cork",285000,2,2,63,51.89396999864559,-8.472929973375471,POINT (-8.472929973375471 51.89396999864559)
"38 The Garnish, Lancaster Gate, Lancaster Quay, Cork, Cork City Centre",395000,2,2,76,51.896777006337246,-8.48362986908069,POINT (-8.48362986908069 51.896777006337246)
"56 Thorndale Estate, Dublin Hill, Blackpool, Co. Cork",235000,3,1,82,51.92100000191528,-8.4641699625478,POINT (-8.4641699625478 51.921000001915274)
"Maglin, Ballincollig, Co. Cork",295000,3,1,63,51.88119686823927,-8.592961460750827,POINT (-8.592961460750827 51.88119686823927)
"7 Saint Bridget's Villas, Ballyhooly Road, St. Lukes, Co. Cork",240000,3,1,72,51.9084999858907,-8.455780012745322,POINT (-8.455780012745322 51.9084999858907)
"22 Orchard Court, Blackpool, Blackpool, Co. Cork",150000,3,2,89,51.91251998856316,-8.47351997554,POINT (-8.47351997554 51.91251998856316)
"Meadowlands, Rochestown, Co. Cork",735000,4,3,166,51.8702818810242,-8.365802063304798,POINT (-8.365802063304798 51.8702818810242)
"33 Wyndham Downs, Ballincollig, Co. Cork",460000,5,2,163,51.88589001162251,-8.620579963838964,POINT (-8.620579963838964 51.88589001162251)
"10 Altus, Sunday's Well Road, Sunday's Well, Co. Cork",410000,2,2,98,51.90099998465786,-8.485539959969714,POINT (-8.485539959969714 51.90099998465786)
"Cárthaigh, 8 Churchfield Place East, Churchfield, Co. Cork",197000,3,1,69,51.90826001200279,-8.491550036003616,POINT (-8.491550036003616 51.908260012002785)
"Com Dhíneol, 65 Westcourt, Ballincollig, Co. Cork",395000,3,1,155,51.887569996475975,-8.616469981435898,POINT (-8.616469981435898 51.887569996475975)
"Apartment 7, North Abbey Hall, North Abbey Street, Cork City, Co. Cork",220000,2,2,62,51.90171001567586,-8.480569994300879,POINT (-8.480569994300879 51.90171001567586)
"Wayside, Rossa Avenue, Bishopstown, Co. Cork",615000,4,3,148,51.88233000779633,-8.530239979052084,POINT (-8.530239979052084 51.88233000779633)
"28 Highfield Square, Ballincollig, Co. Cork",279000,2,2,81,51.88384000765339,-8.57530000087587,POINT (-8.57530000087587 51.88384000765339)
"12 Cove Street, Cork City, Co. Cork",380000,4,2,121,51.89480001660752,-8.47426998823613,POINT (-8.47426998823613 51.89480001660752)
"1 James Connolly Place, Donnybrook, Douglas, Co. Cork",249500,3,1,70,51.86508000915174,-8.43946002816756,POINT (-8.43946002816756 51.86508000915174)
"14 Rochestown Rise, Rochestown Road, Cork, Rochestown, Co. Cork",575000,5,3,226,51.874389998556296,-8.414290011122034,POINT (-8.414290011122034 51.874389998556296)
"19 Granary Hall, Mount Oval, Rochestown, Rochestown, Co. Cork",235000,2,3,73,51.87754787863541,-8.375151137943497,POINT (-8.375151137943497 51.87754787863541)
"48 Commons Road, Cork, Blackpool, Co. Cork",140000,2,1,57,51.91364002037497,-8.475080015359026,POINT (-8.475080015359026 51.91364002037497)
"53 Lower Pouladuff Road, Pouladuff, Co. Cork",259000,2,1,53,51.88028257384014,-8.484326623342511,POINT (-8.484326623342511 51.88028257384014)
"Apartment 3, Abbey House, Cork City, Co. Cork",525000,2,2,120,51.89416001639057,-8.474650023726127,POINT (-8.474650023726127 51.89416001639057)
"23 The Fastnet, Lancaster Gate, Lancaster Quay, Cork, Cork City Centre",425000,2,2,69,51.896777006337246,-8.48362986908069,POINT (-8.48362986908069 51.896777006337246)
"4 Clifton Villas, Middle Glanmire Road, Montenotte, Cork City, Co. Cork",375000,6,3,215,51.90486999317298,-8.446509963109406,POINT (-8.446509963109406 51.90486999317298)
"14 Ballinure Cottages, Blackrock, Mahon, Co. Cork",245000,4,2,107,51.89011998096953,-8.40258996393652,POINT (-8.40258996393652 51.89011998096953)
"Laurels, 53 Sunday's Well Road, Sunday's Well, Co. Cork",500000,3,2,150,51.89774998552062,-8.498039975994288,POINT (-8.498039975994288 51.89774998552062)
"47 Uam Var Drive, Bishopstown, Bishopstown, Co. Cork",350000,3,1,84,51.878069989326434,-8.535220003004753,POINT (-8.535220003004753 51.878069989326434)
"7 Dublin Hill Lower, Blackpool, Co. Cork",200000,3,1,78,51.91509998027007,-8.469539996455211,POINT (-8.469539996455211 51.91509998027007)
"1A The Village, Glasheen, Co. Cork",270000,3,2,82,51.88565975025226,-8.498795392804201,POINT (-8.498795392804201 51.88565975025226)
"Glastonbury, Spur Hill, Doughcloyne, Co. Cork",675000,5,4,215,51.8515544949882,-8.512253175166382,POINT (-8.512253175166382 51.8515544949882)
"1 Percyville, South, Douglas, Co. Cork",750000,5,1,150,51.87721000000005,-8.435929999999928,POINT (-8.435929999999928 51.87721000000005)
"Anglesea House, Lower Kensington, Coach Hill, Rochestown, Co. Cork",1500000,5,3,732,51.87434000050385,-8.399520008079492,POINT (-8.399520008079492 51.87434000050385)
"20 The Garnish, Lancaster Gate, Western Road, Co. Cork",400000,2,2,72,51.89588999929646,-8.483450016231956,POINT (-8.483450016231956 51.89588999929646)
"1 Dryden Place, Ballinlough, Co. Cork",315000,4,2,134,51.89017999539627,-8.455599969465112,POINT (-8.455599969465112 51.89017999539627)
"207 Ashbrook, Victoria Cross, Wilton, Co. Cork",255000,3,1,56,51.89101723360472,-8.506509551035375,POINT (-8.506509551035375 51.891017233604714)
"Opera Lane Residences, Cork City, Cork City Centre",465000,2,2,92,51.89900348238433,-8.472568381077853,POINT (-8.472568381077853 51.89900348238433)
"Well Road, Douglas, Douglas, Co. Cork",995000,4,4,232,51.8786769518258,-8.437654709489923,POINT (-8.437654709489923 51.878676951825796)
